id,x,y,psi,avg_angle,phi6,avg_dist,nbr1_id,nbr1_x,nbr1_y,nbr1_dist,nbr1_angle,nbr2_id,nbr2_x,nbr2_y,nbr2_dist,nbr2_angle,nbr3_id,nbr3_x,nbr3_y,nbr3_dist,nbr3_angle,nbr4_id,nbr4_x,nbr4_y,nbr4_dist,nbr4_angle,nbr5_id,nbr5_x,nbr5_y,nbr5_dist,nbr5_angle,nbr6_id,nbr6_x,nbr6_y,nbr6_dist,nbr6_angle
12,92.1875,0.0,1.601585348780785,1.48,-0.067,6.825,59,89.0625,6.25,6.987,2.0344439357957027,60,96.875,6.25,7.812,0.9272952180016122,13.0,98.4375,0.0,6.25,0.0,11.0,85.9375,0.0,6.25,3.141592653589793,,,,,,,,,,
13,98.4375,0.0,1.5547275181664353,1.82,0.489,6.33,60,96.875,6.25,6.442,1.8157749899217608,34,103.90625,3.125,6.298,0.5191461142465229,12.0,92.1875,0.0,6.25,3.141592653589793,,,,,,,,,,,,,,,
14,109.375,0.0,1.619151434320106,1.557,-0.037,6.512,35,115.625,3.125,6.987,0.4636476090008061,34,103.90625,3.125,6.298,2.62244653934327,61.0,109.375,6.25,6.25,1.5707963267948966,,,,,,,,,,,,,,,
15,121.875,0.0,1.616763200018855,1.584,0.036,6.512,35,115.625,3.125,6.987,2.677945044588987,36,127.34375,3.125,6.298,0.5191461142465229,62.0,121.875,6.25,6.25,1.5707963267948966,,,,,,,,,,,,,,,
16,133.59375,0.0,1.6504256024264043,1.584,0.036,6.512,36,127.34375,3.125,6.987,2.677945044588987,37,139.0625,3.125,6.298,0.5191461142465229,63.0,133.59375,6.25,6.25,1.5707963267948966,,,,,,,,,,,,,,,
17,145.3125,0.0,1.6564565516619385,1.57,-0.001,6.741,37,139.0625,3.125,6.987,2.677945044588987,38,151.5625,3.125,6.987,0.4636476090008061,64.0,145.3125,6.25,6.25,1.5707963267948966,,,,,,,,,,,,,,,
18,157.03125,0.0,1.6403707620489105,1.557,-0.037,6.512,39,163.28125,3.125,6.987,0.4636476090008061,38,151.5625,3.125,6.298,2.62244653934327,65.0,157.03125,6.25,6.25,1.5707963267948966,,,,,,,,,,,,,,,
19,168.75,0.0,1.6019386372096343,1.557,-0.037,6.512,40,175.0,3.125,6.987,0.4636476090008061,39,163.28125,3.125,6.298,2.62244653934327,66.0,168.75,6.25,6.25,1.5707963267948966,,,,,,,,,,,,,,,
20,181.25,0.0,1.6290291699681467,1.584,0.036,6.512,40,175.0,3.125,6.987,2.677945044588987,41,186.71875,3.125,6.298,0.5191461142465229,67.0,181.25,6.25,6.25,1.5707963267948966,,,,,,,,,,,,,,,
21,192.96875,0.0,1.6506573271816158,1.57,-0.001,6.741,41,186.71875,3.125,6.987,2.677945044588987,42,199.21875,3.125,6.987,0.4636476090008061,68.0,192.96875,6.25,6.25,1.5707963267948966,,,,,,,,,,,,,,,
22,204.6875,0.0,1.6256825118611808,1.557,-0.037,6.512,43,210.9375,3.125,6.987,0.4636476090008061,42,199.21875,3.125,6.298,2.62244653934327,69.0,204.6875,6.25,6.25,1.5707963267948966,,,,,,,,,,,,,,,
23,217.1875,0.0,1.6283567579358156,1.584,0.036,6.512,43,210.9375,3.125,6.987,2.677945044588987,44,222.65625,3.125,6.298,0.5191461142465229,70.0,217.1875,6.25,6.25,1.5707963267948966,,,,,,,,,,,,,,,
24,228.90625,0.0,1.618366005716984,1.57,-0.001,6.741,44,222.65625,3.125,6.987,2.677945044588987,45,235.15625,3.125,6.987,0.4636476090008061,71.0,228.90625,6.25,6.25,1.5707963267948966,,,,,,,,,,,,,,,
25,241.40625,0.0,1.636076457169565,1.57,-0.001,6.741,45,235.15625,3.125,6.987,2.677945044588987,46,247.65625,3.125,6.987,0.4636476090008061,72.0,241.40625,6.25,6.25,1.5707963267948966,,,,,,,,,,,,,,,
26,253.90625,0.0,1.6301661789214932,1.57,-0.001,6.741,46,247.65625,3.125,6.987,2.677945044588987,47,260.15625,3.125,6.987,0.4636476090008061,73.0,253.90625,6.25,6.25,1.5707963267948966,,,,,,,,,,,,,,,
27,267.1875,0.0,1.5859889310255573,1.648,0.118,6.993,48,273.4375,3.125,6.987,0.4636476090008061,47,260.15625,3.125,7.694,2.723368324010564,74.0,266.40625,6.25,6.298,1.695151321341658,,,,,,,,,,,,,,,
28,280.46875,0.0,1.6073667224622543,1.301,-0.399,7.415,76,278.90625,7.03125,7.202,1.7894652726688385,29,287.5,0.0,7.031,0.0,48.0,273.4375,3.125,7.694,2.723368324010564,55.0,285.9375,5.46875,7.733,0.7853981633974483,,,,,,,,,,
29,287.5,0.0,1.474836017767542,1.802,-0.352,7.009,28,280.46875,0.0,7.031,3.141592653589793,49,293.75,3.125,6.987,0.4636476090008061,,,,,,,,,,,,,,,,,,,,
30,299.21875,0.0,1.5696295647794387,2.096,-0.517,6.664,77,299.21875,7.03125,7.031,1.5707963267948966,49,293.75,3.125,6.298,2.62244653934327,,,,,,,,,,,,,,,,,,,,
31,27.34375,3.125,1.6505385148787224,0.643,0.275,7.094,75,33.59375,7.03125,7.37,0.5585993153435624,82,27.34375,10.15625,7.031,1.5707963267948966,5.0,33.59375,0.0,6.987,-0.4636476090008061,4.0,21.09375,0.0,6.987,-2.677945044588987,,,,,,,,,,
32,39.84375,3.125,1.6298142610019877,1.877,0.503,7.165,79,44.53125,8.59375,7.202,0.8621700546672264,75,33.59375,7.03125,7.37,2.5829933382462307,5.0,33.59375,0.0,6.987,-2.677945044588987,99.0,38.28125,10.9375,7.967,1.7681918866447774,6.0,45.3125,0.0,6.298,-0.5191461142465229,,,,,
33,57.8125,3.125,1.6757182318757236,1.913,-0.507,6.939,78,63.28125,7.8125,7.202,0.7086262721276703,83,56.25,10.15625,7.202,1.7894652726688385,58.0,50.78125,6.25,7.694,2.723368324010564,8.0,63.28125,0.0,6.298,-0.5191461142465229,7.0,52.34375,0.0,6.298,-2.62244653934327,,,,,
34,103.90625,3.125,1.6725454648700655,1.62,0.442,6.568,60,96.875,6.25,7.694,2.723368324010564,13,98.4375,0.0,6.298,-2.62244653934327,14.0,109.375,0.0,6.298,-0.5191461142465229,61.0,109.375,6.25,6.298,0.5191461142465229,80.0,103.90625,9.375,6.25,1.5707963267948966,,,,,
35,115.625,3.125,1.714919145711695,1.57,-0.419,6.996,85,115.625,10.15625,7.031,1.5707963267948966,14,109.375,0.0,6.987,-2.677945044588987,61.0,109.375,6.25,6.987,2.677945044588987,15.0,121.875,0.0,6.987,-0.4636476090008061,62.0,121.875,6.25,6.987,0.4636476090008061,,,,,
36,127.34375,3.125,1.704938539528361,1.518,-0.419,6.72,86,127.34375,10.15625,7.031,1.5707963267948966,16,133.59375,0.0,6.987,-0.4636476090008061,63.0,133.59375,6.25,6.987,0.4636476090008061,15.0,121.875,0.0,6.298,-2.62244653934327,62.0,121.875,6.25,6.298,2.62244653934327,,,,,
37,139.0625,3.125,1.6680425878378575,1.518,-0.419,6.72,87,139.0625,10.15625,7.031,1.5707963267948966,17,145.3125,0.0,6.987,-0.4636476090008061,64.0,145.3125,6.25,6.987,0.4636476090008061,16.0,133.59375,0.0,6.298,-2.62244653934327,63.0,133.59375,6.25,6.298,2.62244653934327,,,,,
38,151.5625,3.125,1.685113571012431,1.623,-0.419,6.72,88,151.5625,10.15625,7.031,1.5707963267948966,17,145.3125,0.0,6.987,-2.677945044588987,64.0,145.3125,6.25,6.987,2.677945044588987,18.0,157.03125,0.0,6.298,-0.5191461142465229,65.0,157.03125,6.25,6.298,0.5191461142465229,,,,,
39,163.28125,3.125,1.7101586653394885,1.623,-0.419,6.72,89,163.28125,10.15625,7.031,1.5707963267948966,18,157.03125,0.0,6.987,-2.677945044588987,65.0,157.03125,6.25,6.987,2.677945044588987,19.0,168.75,0.0,6.298,-0.5191461142465229,66.0,168.75,6.25,6.298,0.5191461142465229,,,,,
40,175.0,3.125,1.713372814816241,1.57,-0.419,6.996,90,175.0,10.15625,7.031,1.5707963267948966,19,168.75,0.0,6.987,-2.677945044588987,66.0,168.75,6.25,6.987,2.677945044588987,20.0,181.25,0.0,6.987,-0.4636476090008061,67.0,181.25,6.25,6.987,0.4636476090008061,,,,,
41,186.71875,3.125,1.687625508341052,1.518,-0.419,6.72,91,186.71875,10.15625,7.031,1.5707963267948966,21,192.96875,0.0,6.987,-0.4636476090008061,68.0,192.96875,6.25,6.987,0.4636476090008061,20.0,181.25,0.0,6.298,-2.62244653934327,67.0,181.25,6.25,6.298,2.62244653934327,,,,,
42,199.21875,3.125,1.6728282169791773,1.623,-0.419,6.72,92,199.21875,10.15625,7.031,1.5707963267948966,21,192.96875,0.0,6.987,-2.677945044588987,68.0,192.96875,6.25,6.987,2.677945044588987,22.0,204.6875,0.0,6.298,-0.5191461142465229,69.0,204.6875,6.25,6.298,0.5191461142465229,,,,,
43,210.9375,3.125,1.7069355817333847,1.57,-0.419,6.996,93,210.9375,10.15625,7.031,1.5707963267948966,22,204.6875,0.0,6.987,-2.677945044588987,69.0,204.6875,6.25,6.987,2.677945044588987,23.0,217.1875,0.0,6.987,-0.4636476090008061,70.0,217.1875,6.25,6.987,0.4636476090008061,,,,,
44,222.65625,3.125,1.6444200863223408,1.518,-0.419,6.72,94,222.65625,10.15625,7.031,1.5707963267948966,24,228.90625,0.0,6.987,-0.4636476090008061,71.0,228.90625,6.25,6.987,0.4636476090008061,23.0,217.1875,0.0,6.298,-2.62244653934327,70.0,217.1875,6.25,6.298,2.62244653934327,,,,,
45,235.15625,3.125,1.694601590141814,1.57,-0.419,6.996,95,235.15625,10.15625,7.031,1.5707963267948966,24,228.90625,0.0,6.987,-2.677945044588987,71.0,228.90625,6.25,6.987,2.677945044588987,25.0,241.40625,0.0,6.987,-0.4636476090008061,72.0,241.40625,6.25,6.987,0.4636476090008061,,,,,
46,247.65625,3.125,1.6954253225036144,1.57,-0.419,6.996,96,247.65625,10.15625,7.031,1.5707963267948966,25,241.40625,0.0,6.987,-2.677945044588987,72.0,241.40625,6.25,6.987,2.677945044588987,26.0,253.90625,0.0,6.987,-0.4636476090008061,73.0,253.90625,6.25,6.987,0.4636476090008061,,,,,
47,260.15625,3.125,1.682866738411043,1.552,0.429,7.137,97,260.15625,10.15625,7.031,1.5707963267948966,26,253.90625,0.0,6.987,-2.677945044588987,74.0,266.40625,6.25,6.987,0.4636476090008061,73.0,253.90625,6.25,6.987,2.677945044588987,27.0,267.1875,0.0,7.694,-0.4182243295792291,,,,,
48,273.4375,3.125,1.677612185377013,1.738,0.508,7.234,98,272.65625,10.15625,7.074,1.6814535479687922,27,267.1875,0.0,6.987,-2.677945044588987,74.0,266.40625,6.25,7.694,2.723368324010564,28.0,280.46875,0.0,7.694,-0.4182243295792291,76.0,278.90625,7.03125,6.72,0.6202494859828215,,,,,
49,293.75,3.125,1.659513507161258,2.002,-0.504,6.921,29,287.5,0.0,6.987,-2.677945044588987,77,299.21875,7.03125,6.72,0.6202494859828215,81.0,292.1875,9.375,6.442,1.8157749899217608,55.0,285.9375,5.46875,8.156,2.8501358591119264,30.0,299.21875,0.0,6.298,-0.5191461142465229,,,,,
50,68.75,3.90625,1.6165277071050694,1.9,-0.48,6.581,8,63.28125,0.0,6.72,-2.5213431676069717,78,63.28125,7.8125,6.72,2.5213431676069717,53.0,75.0,5.46875,6.442,0.24497866312686414,84.0,70.3125,10.15625,6.442,1.3258176636680326,,,,,,,,,,
51,3.125,5.46875,1.7102028665037146,0.052,-0.001,6.72,52,10.15625,5.46875,7.031,0.0,101,0.0,11.71875,6.987,2.0344439357957027,102.0,6.25,11.71875,6.987,1.1071487177940904,2.0,6.25,0.0,6.298,-1.0516502125483738,1.0,0.0,0.0,6.298,-2.0899424410414196,,,,,
52,10.15625,5.46875,1.6576857244151617,2.386,0.027,6.902,102,6.25,11.71875,7.37,2.129395642138459,51,3.125,5.46875,7.031,3.141592653589793,105.0,13.28125,12.5,7.694,1.1525719972156676,2.0,6.25,0.0,6.72,-2.191045812777718,56.0,16.40625,6.25,6.298,0.12435499454676144,3.0,13.28125,0.0,6.298,-1.0516502125483738
53,75.0,5.46875,1.67653353603369,-1.556,0.119,6.511,54,82.03125,5.46875,7.031,0.0,10,78.90625,0.0,6.72,-0.9505468408120752,84.0,70.3125,10.15625,6.629,2.356194490192345,50.0,68.75,3.90625,6.442,-2.896613990462929,100.0,78.125,10.9375,6.298,1.0516502125483738,9.0,72.65625,0.0,5.949,-1.97568811307998
54,82.03125,5.46875,1.6823627952673124,1.953,0.061,6.805,59,89.0625,6.25,7.074,0.11065722117389565,53,75.0,5.46875,7.031,3.141592653589793,103.0,85.15625,11.71875,6.987,1.1071487177940904,11.0,85.9375,0.0,6.72,-0.9505468408120752,100.0,78.125,10.9375,6.72,2.191045812777718,10.0,78.90625,0.0,6.298,-2.0899424410414196
55,285.9375,5.46875,1.61349036237423,1.572,-0.395,7.352,76,278.90625,7.03125,7.202,2.922923707715851,81,292.1875,9.375,7.37,0.5585993153435624,28.0,280.46875,0.0,7.733,-2.356194490192345,49.0,293.75,3.125,8.156,-0.2914567944778671,104.0,285.15625,11.71875,6.298,1.695151321341658,,,,,
56,16.40625,6.25,1.6329850599977482,-0.246,0.043,7.063,3,13.28125,0.0,6.987,-2.0344439357957027,105,13.28125,12.5,6.987,2.0344439357957027,4.0,21.09375,0.0,7.812,-0.9272952180016122,109.0,20.3125,13.28125,8.043,1.0636978224025597,52.0,10.15625,5.46875,6.298,-3.017237659043032,57.0,22.65625,6.25,6.25,0.0
57,22.65625,6.25,1.5201043703680446,2.477,-0.207,6.551,109,20.3125,13.28125,7.411,1.892546881191539,4,21.09375,0.0,6.442,-1.8157749899217608,56.0,16.40625,6.25,6.25,3.141592653589793,82.0,27.34375,10.15625,6.101,0.6947382761967031,,,,,,,,,,
58,50.78125,6.25,1.6471145950560442,-0.683,-0.35,7.022,33,57.8125,3.125,7.694,-0.4182243295792291,83,56.25,10.15625,6.72,0.6202494859828215,79.0,44.53125,8.59375,6.675,2.782821983319221,7.0,52.34375,0.0,6.442,-1.3258176636680326,106.0,50.0,12.5,6.298,1.695151321341658,6.0,45.3125,0.0,8.304,-2.289626326416521
59,89.0625,6.25,1.6511491551026793,-2.161,0.045,7.095,54,82.03125,5.46875,7.074,-3.0309354324158977,11,85.9375,0.0,6.987,-2.0344439357957027,12.0,92.1875,0.0,6.987,-1.1071487177940904,107.0,92.1875,12.5,6.987,1.1071487177940904,103.0,85.15625,11.71875,6.72,2.191045812777718,60.0,96.875,6.25,7.812,0.0
60,96.875,6.25,1.684314208263126,-1.704,-0.15,7.544,34,103.90625,3.125,7.694,-0.4182243295792291,80,103.90625,9.375,7.694,0.4182243295792291,59.0,89.0625,6.25,7.812,3.141592653589793,12.0,92.1875,0.0,7.812,-2.214297435588181,107.0,92.1875,12.5,7.812,2.214297435588181,13.0,98.4375,0.0,6.442,-1.3258176636680326
61,109.375,6.25,1.6957043503340927,1.499,-0.508,6.706,85,115.625,10.15625,7.37,0.5585993153435624,110,109.375,13.28125,7.031,1.5707963267948966,35.0,115.625,3.125,6.987,-0.4636476090008061,34.0,103.90625,3.125,6.298,-2.62244653934327,80.0,103.90625,9.375,6.298,2.62244653934327,14.0,109.375,0.0,6.25,-1.5707963267948966
62,121.875,6.25,1.6657852804271793,1.916,-0.524,6.776,85,115.625,10.15625,7.37,2.5829933382462307,111,121.875,13.28125,7.031,1.5707963267948966,35.0,115.625,3.125,6.987,-2.677945044588987,86.0,127.34375,10.15625,6.72,0.6202494859828215,36.0,127.34375,3.125,6.298,-0.5191461142465229,15.0,121.875,0.0,6.25,-1.5707963267948966
63,133.59375,6.25,1.6986173259872694,1.916,-0.524,6.776,86,127.34375,10.15625,7.37,2.5829933382462307,112,133.59375,13.28125,7.031,1.5707963267948966,36.0,127.34375,3.125,6.987,-2.677945044588987,87.0,139.0625,10.15625,6.72,0.6202494859828215,37.0,139.0625,3.125,6.298,-0.5191461142465229,16.0,133.59375,0.0,6.25,-1.5707963267948966
64,145.3125,6.25,1.7037152265366644,1.57,-0.524,6.999,87,139.0625,10.15625,7.37,2.5829933382462307,88,151.5625,10.15625,7.37,0.5585993153435624,113.0,145.3125,13.28125,7.031,1.5707963267948966,37.0,139.0625,3.125,6.987,-2.677945044588987,38.0,151.5625,3.125,6.987,-0.4636476090008061,17.0,145.3125,0.0,6.25,-1.5707963267948966
65,157.03125,6.25,1.6878798493496578,1.225,0.523,6.776,89,163.28125,10.15625,7.37,0.5585993153435624,114,157.03125,13.28125,7.031,1.5707963267948966,39.0,163.28125,3.125,6.987,-0.4636476090008061,88.0,151.5625,10.15625,6.72,2.5213431676069717,38.0,151.5625,3.125,6.298,-2.62244653934327,18.0,157.03125,0.0,6.25,-1.5707963267948966
66,168.75,6.25,1.6510712789372843,1.225,0.523,6.776,90,175.0,10.15625,7.37,0.5585993153435624,115,168.75,13.28125,7.031,1.5707963267948966,40.0,175.0,3.125,6.987,-0.4636476090008061,89.0,163.28125,10.15625,6.72,2.5213431676069717,39.0,163.28125,3.125,6.298,-2.62244653934327,19.0,168.75,0.0,6.25,-1.5707963267948966
67,181.25,6.25,1.6724486756280508,1.916,-0.524,6.776,90,175.0,10.15625,7.37,2.5829933382462307,116,181.25,13.28125,7.031,1.5707963267948966,40.0,175.0,3.125,6.987,-2.677945044588987,91.0,186.71875,10.15625,6.72,0.6202494859828215,41.0,186.71875,3.125,6.298,-0.5191461142465229,20.0,181.25,0.0,6.25,-1.5707963267948966
68,192.96875,6.25,1.697714545778838,1.57,-0.524,6.999,91,186.71875,10.15625,7.37,2.5829933382462307,92,199.21875,10.15625,7.37,0.5585993153435624,117.0,192.96875,13.28125,7.031,1.5707963267948966,41.0,186.71875,3.125,6.987,-2.677945044588987,42.0,199.21875,3.125,6.987,-0.4636476090008061,21.0,192.96875,0.0,6.25,-1.5707963267948966
69,204.6875,6.25,1.678661039397884,1.225,0.523,6.776,93,210.9375,10.15625,7.37,0.5585993153435624,118,204.6875,13.28125,7.031,1.5707963267948966,43.0,210.9375,3.125,6.987,-0.4636476090008061,92.0,199.21875,10.15625,6.72,2.5213431676069717,42.0,199.21875,3.125,6.298,-2.62244653934327,22.0,204.6875,0.0,6.25,-1.5707963267948966
70,217.1875,6.25,1.6734204373395598,1.916,-0.524,6.776,93,210.9375,10.15625,7.37,2.5829933382462307,119,217.1875,13.28125,7.031,1.5707963267948966,43.0,210.9375,3.125,6.987,-2.677945044588987,94.0,222.65625,10.15625,6.72,0.6202494859828215,44.0,222.65625,3.125,6.298,-0.5191461142465229,23.0,217.1875,0.0,6.25,-1.5707963267948966
71,228.90625,6.25,1.6769969544399888,1.57,-0.524,6.999,94,222.65625,10.15625,7.37,2.5829933382462307,95,235.15625,10.15625,7.37,0.5585993153435624,120.0,228.90625,13.28125,7.031,1.5707963267948966,44.0,222.65625,3.125,6.987,-2.677945044588987,45.0,235.15625,3.125,6.987,-0.4636476090008061,24.0,228.90625,0.0,6.25,-1.5707963267948966
72,241.40625,6.25,1.6895018780987252,1.57,-0.524,6.999,95,235.15625,10.15625,7.37,2.5829933382462307,96,247.65625,10.15625,7.37,0.5585993153435624,121.0,241.40625,13.28125,7.031,1.5707963267948966,45.0,235.15625,3.125,6.987,-2.677945044588987,46.0,247.65625,3.125,6.987,-0.4636476090008061,25.0,241.40625,0.0,6.25,-1.5707963267948966
73,253.90625,6.25,1.6829452205194775,1.57,-0.524,6.999,96,247.65625,10.15625,7.37,2.5829933382462307,97,260.15625,10.15625,7.37,0.5585993153435624,122.0,253.90625,13.28125,7.031,1.5707963267948966,46.0,247.65625,3.125,6.987,-2.677945044588987,47.0,260.15625,3.125,6.987,-0.4636476090008061,26.0,253.90625,0.0,6.25,-1.5707963267948966
74,266.40625,6.25,1.657954905028775,0.981,-0.496,7.125,97,260.15625,10.15625,7.37,2.5829933382462307,98,272.65625,10.15625,7.37,0.5585993153435624,123.0,266.40625,13.28125,7.031,1.5707963267948966,47.0,260.15625,3.125,6.987,-2.677945044588987,48.0,273.4375,3.125,7.694,-0.4182243295792291,27.0,267.1875,0.0,6.298,-1.446441332248135
75,33.59375,7.03125,1.6537738704500309,3.131,-0.451,7.01,125,32.03125,14.0625,7.202,1.7894652726688385,31,27.34375,3.125,7.37,-2.5829933382462307,32.0,39.84375,3.125,7.37,-0.5585993153435624,5.0,33.59375,0.0,7.031,-1.5707963267948966,82.0,27.34375,10.15625,6.987,2.677945044588987,99.0,38.28125,10.9375,6.101,0.6947382761967031
76,278.90625,7.03125,1.6417174398457288,0.991,-0.375,7.166,28,280.46875,0.0,7.202,-1.3521273809209546,55,285.9375,5.46875,7.202,-0.21866894587394195,127.0,278.125,14.0625,7.074,1.6814535479687922,98.0,272.65625,10.15625,6.987,2.677945044588987,48.0,273.4375,3.125,6.72,-2.5213431676069717,104.0,285.15625,11.71875,7.812,0.6435011087932844
77,299.21875,7.03125,1.6233218337685376,-2.993,0.37,6.853,81,292.1875,9.375,7.411,2.819842099193151,30,299.21875,0.0,7.031,-1.5707963267948966,49.0,293.75,3.125,6.72,-2.5213431676069717,124.0,299.21875,13.28125,6.25,1.5707963267948966,,,,,,,,,,
78,63.28125,7.8125,1.66262224838305,-1.992,-0.449,7.205,33,57.8125,3.125,7.202,-2.432966381462123,83,56.25,10.15625,7.411,2.819842099193151,84.0,70.3125,10.15625,7.411,0.3217505543966422,50.0,68.75,3.90625,6.72,-0.6202494859828215,8.0,63.28125,0.0,7.812,-1.5707963267948966,126.0,60.9375,14.0625,6.675,1.9295669970654687
79,44.53125,8.59375,1.6678401663656548,-1.389,-0.348,7.184,32,39.84375,3.125,7.202,-2.279422598922567,128,42.96875,15.625,7.202,1.7894652726688385,106.0,50.0,12.5,6.72,0.6202494859828215,58.0,50.78125,6.25,6.675,-0.35877067027057225,99.0,38.28125,10.9375,6.675,2.782821983319221,6.0,45.3125,0.0,8.629,-1.4801364395941514
80,103.90625,9.375,1.635039932875233,2.465,-0.505,6.722,133,103.125,16.40625,7.074,1.6814535479687922,60,96.875,6.25,7.694,-2.723368324010564,110.0,109.375,13.28125,6.72,0.6202494859828215,61.0,109.375,6.25,6.298,-0.5191461142465229,108.0,98.4375,12.5,6.298,2.62244653934327,34.0,103.90625,3.125,6.25,-1.5707963267948966
81,292.1875,9.375,1.583207432032255,-1.038,-0.367,7.186,55,285.9375,5.46875,7.37,-2.5829933382462307,77,299.21875,7.03125,7.411,-0.3217505543966422,104.0,285.15625,11.71875,7.411,2.819842099193151,124.0,299.21875,13.28125,8.043,0.507098504392337,49.0,293.75,3.125,6.442,-1.3258176636680326,130.0,290.625,15.625,6.442,1.8157749899217608
82,27.34375,10.15625,1.6689213540922496,-2.814,-0.418,6.702,31,27.34375,3.125,7.031,-1.5707963267948966,75,33.59375,7.03125,6.987,-0.4636476090008061,109.0,20.3125,13.28125,7.694,2.723368324010564,131.0,26.5625,16.40625,6.298,1.695151321341658,57.0,22.65625,6.25,6.101,-2.44685437739309,125.0,32.03125,14.0625,6.101,0.6947382761967031
83,56.25,10.15625,1.6995805606931058,1.91,-0.345,6.885,33,57.8125,3.125,7.202,-1.3521273809209546,146,54.6875,17.1875,7.202,1.7894652726688385,78.0,63.28125,7.8125,7.411,-0.3217505543966422,58.0,50.78125,6.25,6.72,-2.5213431676069717,106.0,50.0,12.5,6.675,2.782821983319221,126.0,60.9375,14.0625,6.101,0.6947382761967031
84,70.3125,10.15625,1.6400884588533984,-0.316,0.157,7.0,132,74.21875,16.40625,7.37,1.0121970114513341,78,63.28125,7.8125,7.411,-2.819842099193151,100.0,78.125,10.9375,7.851,0.09966865249116202,53.0,75.0,5.46875,6.629,-0.7853981633974483,50.0,68.75,3.90625,6.442,-1.8157749899217608,129.0,67.1875,15.625,6.298,2.0899424410414196
85,115.625,10.15625,1.665348205557873,-1.571,-0.524,6.999,61,109.375,6.25,7.37,-2.5829933382462307,62,121.875,6.25,7.37,-0.5585993153435624,35.0,115.625,3.125,7.031,-1.5707963267948966,110.0,109.375,13.28125,6.987,2.677945044588987,111.0,121.875,13.28125,6.987,0.4636476090008061,134.0,115.625,16.40625,6.25,1.5707963267948966
86,127.34375,10.15625,1.6698465132210794,-1.226,-0.524,6.776,63,133.59375,6.25,7.37,-0.5585993153435624,36,127.34375,3.125,7.031,-1.5707963267948966,112.0,133.59375,13.28125,6.987,0.4636476090008061,62.0,121.875,6.25,6.72,-2.5213431676069717,111.0,121.875,13.28125,6.298,2.62244653934327,135.0,127.34375,16.40625,6.25,1.5707963267948966
