step,elapsed,x_laser,G,cooling_rate,R,Tmax
27680,27681.00,63.32,1.5434e-02,2.0022e-05,1.2973e-03,1.1913
27700,27701.00,63.37,1.5436e-02,2.0031e-05,1.2977e-03,1.1909
27720,27721.00,63.41,1.5425e-02,1.9915e-05,1.2911e-03,1.1905
27740,27741.00,63.46,1.5420e-02,1.9833e-05,1.2862e-03,1.1902
27760,27761.00,63.51,1.5402e-02,1.9623e-05,1.2741e-03,1.1898
27780,27781.00,63.55,1.5402e-02,1.9380e-05,1.2582e-03,1.1894
27800,27801.00,63.60,1.5403e-02,1.9252e-05,1.2499e-03,1.1890
27820,27821.00,63.64,1.5398e-02,1.9287e-05,1.2525e-03,1.1886
27840,27841.00,63.69,1.5417e-02,1.9407e-05,1.2588e-03,1.1882
27860,27861.00,63.74,1.5419e-02,1.9556e-05,1.2683e-03,1.1878
27880,27881.00,63.78,1.5435e-02,1.9757e-05,1.2801e-03,1.1874
27900,27901.00,63.83,1.5432e-02,1.9905e-05,1.2899e-03,1.1871
27920,27921.00,63.87,1.5433e-02,2.0082e-05,1.3012e-03,1.1867
27940,27941.00,63.92,1.5426e-02,2.0214e-05,1.3104e-03,1.1863
27960,27961.00,63.97,1.5410e-02,2.0283e-05,1.3162e-03,1.1859
27980,27981.00,64.01,1.5422e-02,2.0368e-05,1.3207e-03,1.1855
28000,28001.00,64.06,1.5422e-02,2.0409e-05,1.3234e-03,1.1851
28020,28021.00,64.10,1.5417e-02,2.0451e-05,1.3266e-03,1.1847
28040,28041.00,64.15,1.5382e-02,2.0440e-05,1.3288e-03,1.1844
28060,28061.00,64.20,1.5389e-02,2.0472e-05,1.3303e-03,1.1840
28080,28081.00,64.24,1.5383e-02,2.0499e-05,1.3326e-03,1.1836
28100,28101.00,64.29,1.5378e-02,2.0499e-05,1.3330e-03,1.1832
28120,28121.00,64.33,1.5379e-02,2.0532e-05,1.3350e-03,1.1829
28140,28141.00,64.38,1.5370e-02,2.0553e-05,1.3372e-03,1.1825
28160,28161.00,64.43,1.5365e-02,2.0604e-05,1.3410e-03,1.1821
28180,28181.00,64.47,1.5344e-02,2.0667e-05,1.3469e-03,1.1817
28200,28201.00,64.52,1.5343e-02,2.0698e-05,1.3490e-03,1.1813
28220,28221.00,64.56,1.5332e-02,2.0759e-05,1.3539e-03,1.1809
28240,28241.00,64.61,1.5323e-02,2.0839e-05,1.3600e-03,1.1805
28260,28261.00,64.66,1.5326e-02,2.0844e-05,1.3600e-03,1.1801
28280,28281.00,64.70,1.5334e-02,2.0922e-05,1.3645e-03,1.1797
28300,28301.00,64.75,1.5312e-02,2.0997e-05,1.3712e-03,1.1793
28320,28321.00,64.79,1.5295e-02,2.1119e-05,1.3808e-03,1.1789
28340,28341.00,64.84,1.5287e-02,2.1180e-05,1.3855e-03,1.1785
28360,28361.00,64.89,1.5283e-02,2.1222e-05,1.3886e-03,1.1781
28380,28381.00,64.93,1.5267e-02,2.1170e-05,1.3867e-03,1.1777
28400,28401.00,64.98,1.5268e-02,2.1017e-05,1.3766e-03,1.1772
28420,28421.00,65.02,1.5260e-02,2.0835e-05,1.3653e-03,1.1768
28440,28441.00,65.07,1.5244e-02,2.0747e-05,1.3609e-03,1.1764
28460,28461.00,65.12,1.5241e-02,2.0651e-05,1.3550e-03,1.1760
28480,28481.00,65.16,1.5236e-02,2.0739e-05,1.3612e-03,1.1755
28500,28501.00,65.21,1.5236e-02,2.0804e-05,1.3654e-03,1.1751
28520,28521.00,65.25,1.5229e-02,2.0917e-05,1.3735e-03,1.1747
28540,28541.00,65.30,1.5228e-02,2.1003e-05,1.3792e-03,1.1742
28560,28561.00,65.35,1.5208e-02,2.1106e-05,1.3878e-03,1.1738
28580,28581.00,65.39,1.5191e-02,2.1179e-05,1.3942e-03,1.1734
28600,28601.00,65.44,1.5183e-02,2.1249e-05,1.3996e-03,1.1729
28620,28621.00,65.48,1.5176e-02,2.1334e-05,1.4058e-03,1.1725
28640,28641.00,65.53,1.5176e-02,2.1346e-05,1.4066e-03,1.1721
28660,28661.00,65.58,1.5170e-02,2.1392e-05,1.4101e-03,1.1716
28680,28681.00,65.62,1.5161e-02,2.1479e-05,1.4167e-03,1.1712
28700,28701.00,65.67,1.5153e-02,2.1516e-05,1.4200e-03,1.1707
28720,28721.00,65.71,1.5124e-02,2.1591e-05,1.4275e-03,1.1703
28740,28741.00,65.76,1.5125e-02,2.1616e-05,1.4291e-03,1.1698
28760,28761.00,65.81,1.5115e-02,2.1642e-05,1.4318e-03,1.1694
28780,28781.00,65.85,1.5107e-02,2.1653e-05,1.4333e-03,1.1689
28800,28801.00,65.90,1.5089e-02,2.1708e-05,1.4387e-03,1.1685
28820,28821.00,65.94,1.5086e-02,2.1784e-05,1.4440e-03,1.1681
28840,28841.00,65.99,1.5076e-02,2.1847e-05,1.4491e-03,1.1676
28860,28861.00,66.04,1.5070e-02,2.1857e-05,1.4504e-03,1.1672
28880,28881.00,66.08,1.5069e-02,2.1945e-05,1.4563e-03,1.1668
28900,28901.00,66.13,1.5069e-02,2.1987e-05,1.4591e-03,1.1664
28920,28921.00,66.17,1.5053e-02,2.2044e-05,1.4644e-03,1.1659
28940,28941.00,66.22,1.5035e-02,2.2157e-05,1.4736e-03,1.1655
28960,28961.00,66.27,1.5035e-02,2.2317e-05,1.4844e-03,1.1650
28980,28981.00,66.31,1.5005e-02,2.2470e-05,1.4975e-03,1.1646
29000,29001.00,66.36,1.4994e-02,2.2423e-05,1.4954e-03,1.1641
29020,29021.00,66.40,1.4989e-02,2.2219e-05,1.4823e-03,1.1637
29040,29041.00,66.45,1.4985e-02,2.1930e-05,1.4634e-03,1.1632
29060,29061.00,66.50,1.4976e-02,2.1736e-05,1.4514e-03,1.1628
29080,29081.00,66.54,1.4967e-02,2.1670e-05,1.4479e-03,1.1623
29100,29101.00,66.59,1.4955e-02,2.1705e-05,1.4514e-03,1.1619
29120,29121.00,66.63,1.4919e-02,2.1846e-05,1.4643e-03,1.1614
29140,29141.00,66.68,1.4913e-02,2.1934e-05,1.4709e-03,1.1610
29160,29161.00,66.73,1.4899e-02,2.2067e-05,1.4812e-03,1.1605
29180,29181.00,66.77,1.4898e-02,2.2133e-05,1.4857e-03,1.1600
29200,29201.00,66.82,1.4893e-02,2.2253e-05,1.4942e-03,1.1596
29220,29221.00,66.86,1.4878e-02,2.2369e-05,1.5035e-03,1.1591
29240,29241.00,66.91,1.4848e-02,2.2437e-05,1.5111e-03,1.1587
29260,29261.00,66.96,1.4846e-02,2.2529e-05,1.5175e-03,1.1582
29280,29281.00,67.00,1.4833e-02,2.2568e-05,1.5214e-03,1.1577
29300,29301.00,67.05,1.4830e-02,2.2626e-05,1.5257e-03,1.1573
29320,29321.00,67.09,1.4823e-02,2.2703e-05,1.5316e-03,1.1568
29340,29341.00,67.14,1.4799e-02,2.2771e-05,1.5387e-03,1.1563
29360,29361.00,67.19,1.4799e-02,2.2858e-05,1.5446e-03,1.1559
29380,29381.00,67.23,1.4828e-02,2.2854e-05,1.5413e-03,1.1554
29400,29401.00,67.28,1.4819e-02,2.2922e-05,1.5468e-03,1.1549
29420,29421.00,67.32,1.4802e-02,2.2996e-05,1.5536e-03,1.1544
29440,29441.00,67.37,1.4798e-02,2.2990e-05,1.5536e-03,1.1540
29460,29461.00,67.42,1.4784e-02,2.3066e-05,1.5602e-03,1.1535
29480,29481.00,67.46,1.4758e-02,2.3076e-05,1.5636e-03,1.1530
29500,29501.00,67.51,1.4750e-02,2.3113e-05,1.5670e-03,1.1525
29520,29521.00,67.55,1.4716e-02,2.3169e-05,1.5744e-03,1.1520
29540,29541.00,67.60,1.4708e-02,2.3225e-05,1.5791e-03,1.1515
29560,29561.00,67.65,1.4702e-02,2.3254e-05,1.5816e-03,1.1510
29580,29581.00,67.69,1.4689e-02,2.3284e-05,1.5852e-03,1.1505
29600,29601.00,67.74,1.4676e-02,2.3349e-05,1.5910e-03,1.1500
29620,29621.00,67.78,1.4661e-02,2.3387e-05,1.5952e-03,1.1495
29640,29641.00,67.83,1.4670e-02,2.3433e-05,1.5973e-03,1.1490
29660,29661.00,67.88,1.4666e-02,2.3465e-05,1.6000e-03,1.1485
29680,29681.00,67.92,1.4638e-02,2.3513e-05,1.6062e-03,1.1480
29700,29701.00,67.97,1.4612e-02,2.3620e-05,1.6166e-03,1.1476
29720,29721.00,68.01,1.4613e-02,2.3664e-05,1.6193e-03,1.1471
29740,29741.00,68.06,1.4582e-02,2.3720e-05,1.6267e-03,1.1466
29760,29761.00,68.11,1.4569e-02,2.3789e-05,1.6328e-03,1.1461
29780,29781.00,68.15,1.4571e-02,2.3922e-05,1.6417e-03,1.1456
29800,29801.00,68.20,1.4548e-02,2.4022e-05,1.6512e-03,1.1451
29820,29821.00,68.24,1.4532e-02,2.4193e-05,1.6648e-03,1.1446
29840,29841.00,68.29,1.4535e-02,2.4362e-05,1.6761e-03,1.1441
29860,29861.00,68.34,1.4482e-02,2.4409e-05,1.6855e-03,1.1436
29880,29881.00,68.38,1.4482e-02,2.4168e-05,1.6688e-03,1.1431
29900,29901.00,68.43,1.4467e-02,2.3788e-05,1.6442e-03,1.1426
29920,29921.00,68.47,1.4450e-02,2.3554e-05,1.6300e-03,1.1421
29940,29941.00,68.52,1.4433e-02,2.3482e-05,1.6270e-03,1.1416
29960,29961.00,68.57,1.4419e-02,2.3525e-05,1.6315e-03,1.1411
29980,29981.00,68.61,1.4406e-02,2.3632e-05,1.6404e-03,1.1406
30000,30001.00,68.66,1.4399e-02,2.3715e-05,1.6471e-03,1.1401
30020,30021.00,68.70,1.4376e-02,2.3808e-05,1.6561e-03,1.1396
30040,30041.00,68.75,1.4372e-02,2.3884e-05,1.6619e-03,1.1391
30060,30061.00,68.80,1.4357e-02,2.3992e-05,1.6712e-03,1.1386
30080,30081.00,68.84,1.4345e-02,2.3996e-05,1.6728e-03,1.1381
30100,30101.00,68.89,1.4348e-02,2.4097e-05,1.6795e-03,1.1376
30120,30121.00,68.93,1.4342e-02,2.4232e-05,1.6896e-03,1.1371
30140,30141.00,68.98,1.4333e-02,2.4289e-05,1.6946e-03,1.1366
30160,30161.00,69.03,1.4303e-02,2.4373e-05,1.7040e-03,1.1360
30180,30181.00,69.07,1.4283e-02,2.4423e-05,1.7099e-03,1.1355
30200,30201.00,69.12,1.4264e-02,2.4568e-05,1.7223e-03,1.1350
30220,30221.00,69.16,1.4260e-02,2.4682e-05,1.7308e-03,1.1345
30240,30241.00,69.21,1.4254e-02,2.4795e-05,1.7395e-03,1.1340
30260,30261.00,69.26,1.4233e-02,2.4982e-05,1.7552e-03,1.1334
30280,30281.00,69.30,1.4196e-02,2.5166e-05,1.7727e-03,1.1329
30300,30301.00,69.35,1.4169e-02,2.5262e-05,1.7828e-03,1.1324
30320,30321.00,69.39,1.4153e-02,2.5177e-05,1.7790e-03,1.1319
30340,30341.00,69.44,1.4141e-02,2.4953e-05,1.7646e-03,1.1313
30360,30361.00,69.49,1.4115e-02,2.4766e-05,1.7546e-03,1.1308
30380,30381.00,69.53,1.4093e-02,2.4616e-05,1.7466e-03,1.1302
30400,30401.00,69.58,1.4095e-02,2.4640e-05,1.7481e-03,1.1297
30420,30421.00,69.62,1.4076e-02,2.4791e-05,1.7613e-03,1.1291
30440,30441.00,69.67,1.4080e-02,2.5055e-05,1.7795e-03,1.1286
30460,30461.00,69.72,1.4073e-02,2.5261e-05,1.7950e-03,1.1280
30480,30481.00,69.76,1.4057e-02,2.5331e-05,1.8020e-03,1.1275
30500,30501.00,69.81,1.4032e-02,2.5094e-05,1.7884e-03,1.1269
30520,30521.00,69.85,1.4013e-02,2.4793e-05,1.7693e-03,1.1263
30540,30541.00,69.90,1.4022e-02,2.4553e-05,1.7510e-03,1.1258
30560,30561.00,69.95,1.4006e-02,2.4475e-05,1.7476e-03,1.1252
30580,30581.00,69.99,1.3981e-02,2.4544e-05,1.7555e-03,1.1247
30600,30601.00,70.04,1.3968e-02,2.4615e-05,1.7622e-03,1.1241
30620,30621.00,70.08,1.3930e-02,2.4740e-05,1.7760e-03,1.1236
30640,30641.00,70.13,1.3926e-02,2.4850e-05,1.7844e-03,1.1230
30660,30661.00,70.18,1.3901e-02,2.4959e-05,1.7955e-03,1.1225
30680,30681.00,70.22,1.3875e-02,2.5100e-05,1.8090e-03,1.1220
30700,30701.00,70.27,1.3851e-02,2.5137e-05,1.8149e-03,1.1215
30720,30721.00,70.31,1.3816e-02,2.5227e-05,1.8259e-03,1.1210
30740,30741.00,70.36,1.3798e-02,2.5358e-05,1.8378e-03,1.1204
30760,30761.00,70.41,1.3785e-02,2.5522e-05,1.8515e-03,1.1199
30780,30781.00,70.45,1.3778e-02,2.5663e-05,1.8627e-03,1.1194
30800,30801.00,70.50,1.3778e-02,2.5771e-05,1.8704e-03,1.1188
30820,30821.00,70.54,1.3758e-02,2.5904e-05,1.8828e-03,1.1183
30840,30841.00,70.59,1.3733e-02,2.6075e-05,1.8987e-03,1.1178
30860,30861.00,70.64,1.3726e-02,2.6278e-05,1.9144e-03,1.1172
30880,30881.00,70.68,1.3674e-02,2.6589e-05,1.9445e-03,1.1167
30900,30901.00,70.73,1.3629e-02,2.6976e-05,1.9793e-03,1.1161
30920,30921.00,70.77,1.3632e-02,2.7204e-05,1.9957e-03,1.1155
30940,30941.00,70.82,1.3631e-02,2.6899e-05,1.9733e-03,1.1150
30960,30961.00,70.87,1.3602e-02,2.6299e-05,1.9334e-03,1.1144
30980,30981.00,70.91,1.3580e-02,2.5746e-05,1.8959e-03,1.1138
31000,31001.00,70.96,1.3547e-02,2.5442e-05,1.8781e-03,1.1132
31020,31021.00,71.00,1.3522e-02,2.5325e-05,1.8729e-03,1.1127
31040,31041.00,71.05,1.3494e-02,2.5296e-05,1.8746e-03,1.1121
31060,31061.00,71.10,1.3449e-02,2.5382e-05,1.8873e-03,1.1116
31080,31081.00,71.14,1.3446e-02,2.5460e-05,1.8935e-03,1.1110
31100,31101.00,71.19,1.3418e-02,2.5569e-05,1.9056e-03,1.1105
31120,31121.00,71.23,1.3410e-02,2.5676e-05,1.9147e-03,1.1099
31140,31141.00,71.28,1.3388e-02,2.5812e-05,1.9280e-03,1.1094
31160,31161.00,71.33,1.3354e-02,2.5915e-05,1.9406e-03,1.1088
31180,31181.00,71.37,1.3328e-02,2.5997e-05,1.9505e-03,1.1083
31200,31201.00,71.42,1.3316e-02,2.6087e-05,1.9590e-03,1.1077
31220,31221.00,71.46,1.3277e-02,2.6168e-05,1.9710e-03,1.1071
31240,31241.00,71.51,1.3259e-02,2.6252e-05,1.9799e-03,1.1066
31260,31261.00,71.56,1.3243e-02,2.6323e-05,1.9877e-03,1.1060
31280,31281.00,71.60,1.3237e-02,2.6400e-05,1.9944e-03,1.1055
31300,31301.00,71.65,1.3205e-02,2.6445e-05,2.0027e-03,1.1049
31320,31321.00,71.69,1.3176e-02,2.6486e-05,2.0101e-03,1.1043
31340,31341.00,71.74,1.3136e-02,2.6552e-05,2.0214e-03,1.1037
31360,31361.00,71.79,1.3113e-02,2.6614e-05,2.0295e-03,1.1032
31380,31381.00,71.83,1.3092e-02,2.6671e-05,2.0372e-03,1.1026
31400,31401.00,71.88,1.3081e-02,2.6736e-05,2.0438e-03,1.1020
31420,31421.00,71.92,1.3053e-02,2.6780e-05,2.0516e-03,1.1014
31440,31441.00,71.97,1.3024e-02,2.6827e-05,2.0598e-03,1.1008
31460,31461.00,72.02,1.3001e-02,2.6862e-05,2.0661e-03,1.1002
31480,31481.00,72.06,1.2986e-02,2.6912e-05,2.0724e-03,1.0997
31500,31501.00,72.11,1.2964e-02,2.7000e-05,2.0827e-03,1.0991
31520,31521.00,72.15,1.2934e-02,2.7051e-05,2.0915e-03,1.0985
31540,31541.00,72.20,1.2908e-02,2.7103e-05,2.0998e-03,1.0979
31560,31561.00,72.25,1.2858e-02,2.7144e-05,2.1110e-03,1.0973
31580,31581.00,72.29,1.2837e-02,2.7193e-05,2.1183e-03,1.0967
31600,31601.00,72.34,1.2823e-02,2.7230e-05,2.1236e-03,1.0961
31620,31621.00,72.38,1.2788e-02,2.7290e-05,2.1340e-03,1.0955
31640,31641.00,72.43,1.2748e-02,2.7333e-05,2.1441e-03,1.0949
31660,31661.00,72.48,1.2726e-02,2.7394e-05,2.1526e-03,1.0943
31680,31681.00,72.52,1.2695e-02,2.7505e-05,2.1666e-03,1.0937
31700,31701.00,72.57,1.2644e-02,2.7678e-05,2.1891e-03,1.0931
31720,31721.00,72.61,1.2613e-02,2.7863e-05,2.2090e-03,1.0925
31740,31741.00,72.66,1.2587e-02,2.8056e-05,2.2289e-03,1.0919
31760,31761.00,72.71,1.2566e-02,2.8256e-05,2.2486e-03,1.0913
31780,31781.00,72.75,1.2539e-02,2.8228e-05,2.2513e-03,1.0907
31800,31801.00,72.80,1.2510e-02,2.7987e-05,2.2371e-03,1.0901
31820,31821.00,72.84,1.2495e-02,2.7633e-05,2.2116e-03,1.0895
31840,31841.00,72.89,1.2425e-02,2.7378e-05,2.2034e-03,1.0889
31860,31861.00,72.94,1.2389e-02,2.7306e-05,2.2041e-03,1.0883
31880,31881.00,72.98,1.2350e-02,2.7284e-05,2.2092e-03,1.0877
31900,31901.00,73.03,1.2328e-02,2.7310e-05,2.2152e-03,1.0871
31920,31921.00,73.07,1.2285e-02,2.7382e-05,2.2288e-03,1.0865
31940,31941.00,73.12,1.2243e-02,2.7432e-05,2.2406e-03,1.0859
31960,31961.00,73.17,1.2233e-02,2.7539e-05,2.2513e-03,1.0853
31980,31981.00,73.21,1.2168e-02,2.7639e-05,2.2713e-03,1.0847
32000,32001.00,73.26,1.2143e-02,2.7706e-05,2.2817e-03,1.0841
32020,32021.00,73.30,1.2104e-02,2.7769e-05,2.2942e-03,1.0835
32040,32041.00,73.35,1.2103e-02,2.7855e-05,2.3015e-03,1.0829
32060,32061.00,73.40,1.2073e-02,2.7918e-05,2.3124e-03,1.0823
32080,32081.00,73.44,1.2008e-02,2.8025e-05,2.3338e-03,1.0817
32100,32101.00,73.49,1.1979e-02,2.8090e-05,2.3449e-03,1.0811
32120,32121.00,73.53,1.1931e-02,2.8163e-05,2.3605e-03,1.0805
32140,32141.00,73.58,1.1899e-02,2.8227e-05,2.3723e-03,1.0799
32160,32161.00,73.63,1.1865e-02,2.8267e-05,2.3823e-03,1.0793
32180,32181.00,73.67,1.1837e-02,2.8295e-05,2.3905e-03,1.0787
32200,32201.00,73.72,1.1767e-02,2.8358e-05,2.4100e-03,1.0781
32220,32221.00,73.76,1.1724e-02,2.8397e-05,2.4222e-03,1.0775
32240,32241.00,73.81,1.1687e-02,2.8410e-05,2.4309e-03,1.0769
32260,32261.00,73.86,1.1660e-02,2.8474e-05,2.4420e-03,1.0763
32280,32281.00,73.90,1.1599e-02,2.8535e-05,2.4602e-03,1.0757
32300,32301.00,73.95,1.1541e-02,2.8627e-05,2.4804e-03,1.0751
32320,32321.00,73.99,1.1522e-02,2.8668e-05,2.4880e-03,1.0744
32340,32341.00,74.04,1.1477e-02,2.8707e-05,2.5013e-03,1.0738
32360,32361.00,74.09,1.1445e-02,2.8743e-05,2.5115e-03,1.0732
32380,32381.00,74.13,1.1390e-02,2.8783e-05,2.5271e-03,1.0726
32400,32401.00,74.18,1.1342e-02,2.8820e-05,2.5410e-03,1.0720
32420,32421.00,74.22,1.1292e-02,2.8879e-05,2.5574e-03,1.0713
32440,32441.00,74.27,1.1228e-02,2.8958e-05,2.5790e-03,1.0707
32460,32461.00,74.32,1.1177e-02,2.9009e-05,2.5955e-03,1.0701
32480,32481.00,74.36,1.1137e-02,2.9018e-05,2.6056e-03,1.0695
32500,32501.00,74.41,1.1099e-02,2.9068e-05,2.6189e-03,1.0688
32520,32521.00,74.45,1.1047e-02,2.9079e-05,2.6324e-03,1.0682
32540,32541.00,74.50,1.0996e-02,2.9158e-05,2.6516e-03,1.0676
32560,32561.00,74.55,1.0941e-02,2.9215e-05,2.6702e-03,1.0670
32580,32581.00,74.59,1.0876e-02,2.9265e-05,2.6908e-03,1.0663
32600,32601.00,74.64,1.0826e-02,2.9331e-05,2.7093e-03,1.0657
32620,32621.00,74.68,1.0748e-02,2.9430e-05,2.7382e-03,1.0651
32640,32641.00,74.73,1.0689e-02,2.9517e-05,2.7614e-03,1.0644
32660,32661.00,74.78,1.0635e-02,2.9610e-05,2.7842e-03,1.0638
32680,32681.00,74.82,1.0551e-02,2.9759e-05,2.8206e-03,1.0632
32700,32701.00,74.87,1.0514e-02,2.9948e-05,2.8485e-03,1.0625
32720,32721.00,74.91,1.0431e-02,3.0205e-05,2.8957e-03,1.0619
32740,32741.00,74.96,1.0369e-02,3.0507e-05,2.9423e-03,1.0612
