step,elapsed,x_laser,G,cooling_rate,R,Tmax
28460,28461.00,65.12,2.2433e-02,2.4979e-05,1.1135e-03,1.3372
28480,28481.00,65.16,2.2442e-02,2.4935e-05,1.1111e-03,1.3371
28500,28501.00,65.21,2.2379e-02,2.4895e-05,1.1125e-03,1.3370
28520,28521.00,65.25,2.2509e-02,2.4711e-05,1.0978e-03,1.3369
28540,28541.00,65.30,2.2500e-02,2.4617e-05,1.0941e-03,1.3368
28560,28561.00,65.35,2.2512e-02,2.4522e-05,1.0893e-03,1.3367
28580,28581.00,65.39,2.2541e-02,2.4436e-05,1.0841e-03,1.3366
28600,28601.00,65.44,2.2540e-02,2.4414e-05,1.0832e-03,1.3365
28620,28621.00,65.48,2.2547e-02,2.4389e-05,1.0817e-03,1.3364
28640,28641.00,65.53,2.2561e-02,2.4424e-05,1.0826e-03,1.3363
28660,28661.00,65.58,2.2561e-02,2.4486e-05,1.0853e-03,1.3362
28680,28681.00,65.62,2.2565e-02,2.4576e-05,1.0891e-03,1.3361
28700,28701.00,65.67,2.2582e-02,2.4712e-05,1.0943e-03,1.3360
28720,28721.00,65.71,2.2581e-02,2.4748e-05,1.0960e-03,1.3359
28740,28741.00,65.76,2.2562e-02,2.4796e-05,1.0991e-03,1.3358
28760,28761.00,65.81,2.2574e-02,2.4810e-05,1.0991e-03,1.3357
28780,28781.00,65.85,2.2561e-02,2.4809e-05,1.0996e-03,1.3356
28800,28801.00,65.90,2.2542e-02,2.4813e-05,1.1008e-03,1.3355
28820,28821.00,65.94,2.2648e-02,2.4786e-05,1.0944e-03,1.3354
28840,28841.00,65.99,2.2697e-02,2.4834e-05,1.0942e-03,1.3353
28860,28861.00,66.04,2.2709e-02,2.4938e-05,1.0981e-03,1.3351
28880,28881.00,66.08,2.2705e-02,2.5167e-05,1.1084e-03,1.3350
28900,28901.00,66.13,2.2717e-02,2.5355e-05,1.1161e-03,1.3349
28920,28921.00,66.17,2.2738e-02,2.5197e-05,1.1081e-03,1.3347
28940,28941.00,66.22,2.2753e-02,2.4867e-05,1.0929e-03,1.3346
28960,28961.00,66.27,2.2768e-02,2.4520e-05,1.0770e-03,1.3344
28980,28981.00,66.31,2.2770e-02,2.4411e-05,1.0721e-03,1.3343
29000,29001.00,66.36,2.2707e-02,2.4390e-05,1.0741e-03,1.3341
29020,29021.00,66.40,2.2691e-02,2.4471e-05,1.0785e-03,1.3340
29040,29041.00,66.45,2.2657e-02,2.4578e-05,1.0848e-03,1.3338
29060,29061.00,66.50,2.2677e-02,2.4654e-05,1.0872e-03,1.3336
29080,29081.00,66.54,2.2689e-02,2.4619e-05,1.0851e-03,1.3335
29100,29101.00,66.59,2.2740e-02,2.4638e-05,1.0834e-03,1.3333
29120,29121.00,66.63,2.2760e-02,2.4598e-05,1.0808e-03,1.3331
29140,29141.00,66.68,2.2760e-02,2.4613e-05,1.0814e-03,1.3330
29160,29161.00,66.73,2.2768e-02,2.4593e-05,1.0802e-03,1.3328
29180,29181.00,66.77,2.2780e-02,2.4599e-05,1.0798e-03,1.3326
29200,29201.00,66.82,2.2897e-02,2.4582e-05,1.0736e-03,1.3325
29220,29221.00,66.86,2.2900e-02,2.4582e-05,1.0734e-03,1.3323
29240,29241.00,66.91,2.2896e-02,2.4616e-05,1.0751e-03,1.3322
29260,29261.00,66.96,2.2925e-02,2.4568e-05,1.0717e-03,1.3321
29280,29281.00,67.00,2.2940e-02,2.4657e-05,1.0748e-03,1.3319
29300,29301.00,67.05,2.2866e-02,2.4767e-05,1.0831e-03,1.3318
29320,29321.00,67.09,2.2843e-02,2.4921e-05,1.0910e-03,1.3316
29340,29341.00,67.14,2.2870e-02,2.5025e-05,1.0942e-03,1.3315
29360,29361.00,67.19,2.2849e-02,2.5220e-05,1.1037e-03,1.3313
29380,29381.00,67.23,2.2878e-02,2.5318e-05,1.1066e-03,1.3312
29400,29401.00,67.28,2.2886e-02,2.5230e-05,1.1024e-03,1.3310
29420,29421.00,67.32,2.2912e-02,2.5052e-05,1.0934e-03,1.3309
29440,29441.00,67.37,2.2951e-02,2.4900e-05,1.0849e-03,1.3307
29460,29461.00,67.42,2.2950e-02,2.4769e-05,1.0793e-03,1.3305
29480,29481.00,67.46,2.2951e-02,2.4659e-05,1.0744e-03,1.3304
29500,29501.00,67.51,2.2975e-02,2.4602e-05,1.0708e-03,1.3302
29520,29521.00,67.55,2.2982e-02,2.4556e-05,1.0684e-03,1.3300
29540,29541.00,67.60,2.2968e-02,2.4537e-05,1.0683e-03,1.3298
29560,29561.00,67.65,2.2968e-02,2.4536e-05,1.0683e-03,1.3296
29580,29581.00,67.69,2.2959e-02,2.4549e-05,1.0693e-03,1.3295
29600,29601.00,67.74,2.3001e-02,2.4471e-05,1.0639e-03,1.3293
29620,29621.00,67.78,2.3016e-02,2.4514e-05,1.0651e-03,1.3291
29640,29641.00,67.83,2.3130e-02,2.4572e-05,1.0624e-03,1.3289
29660,29661.00,67.88,2.3132e-02,2.4560e-05,1.0617e-03,1.3287
29680,29681.00,67.92,2.3076e-02,2.4614e-05,1.0666e-03,1.3285
29700,29701.00,67.97,2.3041e-02,2.4733e-05,1.0735e-03,1.3283
29720,29721.00,68.01,2.3015e-02,2.4836e-05,1.0792e-03,1.3281
29740,29741.00,68.06,2.3027e-02,2.4842e-05,1.0788e-03,1.3279
29760,29761.00,68.11,2.3088e-02,2.4837e-05,1.0758e-03,1.3277
29780,29781.00,68.15,2.3104e-02,2.4840e-05,1.0751e-03,1.3275
29800,29801.00,68.20,2.3104e-02,2.4868e-05,1.0764e-03,1.3272
29820,29821.00,68.24,2.3145e-02,2.4894e-05,1.0756e-03,1.3270
29840,29841.00,68.29,2.3145e-02,2.4923e-05,1.0768e-03,1.3268
29860,29861.00,68.34,2.3145e-02,2.4945e-05,1.0778e-03,1.3266
29880,29881.00,68.38,2.3169e-02,2.4942e-05,1.0765e-03,1.3264
29900,29901.00,68.43,2.3167e-02,2.4960e-05,1.0774e-03,1.3261
29920,29921.00,68.47,2.3166e-02,2.5012e-05,1.0797e-03,1.3259
29940,29941.00,68.52,2.3208e-02,2.4928e-05,1.0741e-03,1.3257
29960,29961.00,68.57,2.3211e-02,2.4951e-05,1.0750e-03,1.3255
29980,29981.00,68.61,2.3217e-02,2.4991e-05,1.0764e-03,1.3253
30000,30001.00,68.66,2.3244e-02,2.4990e-05,1.0751e-03,1.3251
30020,30021.00,68.70,2.3242e-02,2.5038e-05,1.0773e-03,1.3249
30040,30041.00,68.75,2.3234e-02,2.5106e-05,1.0805e-03,1.3247
30060,30061.00,68.80,2.3208e-02,2.5246e-05,1.0878e-03,1.3245
30080,30081.00,68.84,2.3221e-02,2.5239e-05,1.0869e-03,1.3243
30100,30101.00,68.89,2.3206e-02,2.5262e-05,1.0886e-03,1.3241
30120,30121.00,68.93,2.3276e-02,2.5314e-05,1.0875e-03,1.3239
30140,30141.00,68.98,2.3285e-02,2.5327e-05,1.0877e-03,1.3236
30160,30161.00,69.03,2.3302e-02,2.5335e-05,1.0872e-03,1.3234
30180,30181.00,69.07,2.3308e-02,2.5340e-05,1.0872e-03,1.3232
30200,30201.00,69.12,2.3317e-02,2.5345e-05,1.0870e-03,1.3230
30220,30221.00,69.16,2.3321e-02,2.5346e-05,1.0868e-03,1.3227
30240,30241.00,69.21,2.3331e-02,2.5383e-05,1.0879e-03,1.3225
30260,30261.00,69.26,2.3343e-02,2.5461e-05,1.0907e-03,1.3222
30280,30281.00,69.30,2.3384e-02,2.5428e-05,1.0874e-03,1.3220
30300,30301.00,69.35,2.3403e-02,2.5470e-05,1.0883e-03,1.3218
30320,30321.00,69.39,2.3418e-02,2.5543e-05,1.0908e-03,1.3215
30340,30341.00,69.44,2.3423e-02,2.5598e-05,1.0929e-03,1.3212
30360,30361.00,69.49,2.3461e-02,2.5768e-05,1.0983e-03,1.3210
30380,30381.00,69.53,2.3430e-02,2.5945e-05,1.1073e-03,1.3207
30400,30401.00,69.58,2.3415e-02,2.6204e-05,1.1191e-03,1.3205
30420,30421.00,69.62,2.3456e-02,2.6431e-05,1.1268e-03,1.3202
30440,30441.00,69.67,2.3516e-02,2.6559e-05,1.1294e-03,1.3199
30460,30461.00,69.72,2.3528e-02,2.6737e-05,1.1364e-03,1.3196
30480,30481.00,69.76,2.3540e-02,2.6882e-05,1.1419e-03,1.3193
30500,30501.00,69.81,2.3534e-02,2.6771e-05,1.1375e-03,1.3190
30520,30521.00,69.85,2.3539e-02,2.6356e-05,1.1197e-03,1.3187
30540,30541.00,69.90,2.3549e-02,2.5819e-05,1.0964e-03,1.3184
30560,30561.00,69.95,2.3552e-02,2.5442e-05,1.0802e-03,1.3181
30580,30581.00,69.99,2.3560e-02,2.5253e-05,1.0719e-03,1.3178
30600,30601.00,70.04,2.3585e-02,2.5097e-05,1.0641e-03,1.3175
30620,30621.00,70.08,2.3623e-02,2.5031e-05,1.0596e-03,1.3172
30640,30641.00,70.13,2.3595e-02,2.5083e-05,1.0630e-03,1.3170
30660,30661.00,70.18,2.3612e-02,2.5084e-05,1.0624e-03,1.3167
30680,30681.00,70.22,2.3618e-02,2.5184e-05,1.0663e-03,1.3164
30700,30701.00,70.27,2.3648e-02,2.5329e-05,1.0711e-03,1.3161
30720,30721.00,70.31,2.3633e-02,2.5476e-05,1.0780e-03,1.3158
30740,30741.00,70.36,2.3595e-02,2.5587e-05,1.0845e-03,1.3155
30760,30761.00,70.41,2.3589e-02,2.5625e-05,1.0863e-03,1.3152
30780,30781.00,70.45,2.3640e-02,2.5650e-05,1.0850e-03,1.3149
30800,30801.00,70.50,2.3648e-02,2.5713e-05,1.0873e-03,1.3146
30820,30821.00,70.54,2.3656e-02,2.5737e-05,1.0880e-03,1.3142
30840,30841.00,70.59,2.3655e-02,2.5740e-05,1.0881e-03,1.3139
30860,30861.00,70.64,2.3649e-02,2.5708e-05,1.0871e-03,1.3136
30880,30881.00,70.68,2.3666e-02,2.5646e-05,1.0836e-03,1.3133
30900,30901.00,70.73,2.3687e-02,2.5652e-05,1.0830e-03,1.3130
30920,30921.00,70.77,2.3678e-02,2.5686e-05,1.0848e-03,1.3127
30940,30941.00,70.82,2.3700e-02,2.5722e-05,1.0853e-03,1.3124
30960,30961.00,70.87,2.3714e-02,2.5692e-05,1.0834e-03,1.3121
30980,30981.00,70.91,2.3732e-02,2.5692e-05,1.0826e-03,1.3118
31000,31001.00,70.96,2.3737e-02,2.5719e-05,1.0835e-03,1.3115
31020,31021.00,71.00,2.3778e-02,2.5815e-05,1.0857e-03,1.3112
31040,31041.00,71.05,2.3745e-02,2.5904e-05,1.0909e-03,1.3109
31060,31061.00,71.10,2.3724e-02,2.6076e-05,1.0991e-03,1.3106
31080,31081.00,71.14,2.3707e-02,2.6272e-05,1.1082e-03,1.3103
31100,31101.00,71.19,2.3737e-02,2.6365e-05,1.1107e-03,1.3100
31120,31121.00,71.23,2.3777e-02,2.6415e-05,1.1109e-03,1.3097
31140,31141.00,71.28,2.3787e-02,2.6473e-05,1.1129e-03,1.3093
31160,31161.00,71.33,2.3813e-02,2.6551e-05,1.1150e-03,1.3090
31180,31181.00,71.37,2.3810e-02,2.6576e-05,1.1162e-03,1.3087
31200,31201.00,71.42,2.3799e-02,2.6580e-05,1.1168e-03,1.3084
31220,31221.00,71.46,2.3834e-02,2.6515e-05,1.1125e-03,1.3080
31240,31241.00,71.51,2.3825e-02,2.6459e-05,1.1106e-03,1.3077
31260,31261.00,71.56,2.3822e-02,2.6387e-05,1.1077e-03,1.3074
31280,31281.00,71.60,2.3851e-02,2.6297e-05,1.1026e-03,1.3070
31300,31301.00,71.65,2.3918e-02,2.6169e-05,1.0941e-03,1.3067
31320,31321.00,71.69,2.3919e-02,2.6117e-05,1.0919e-03,1.3063
31340,31341.00,71.74,2.3945e-02,2.6056e-05,1.0882e-03,1.3060
31360,31361.00,71.79,2.3950e-02,2.6069e-05,1.0885e-03,1.3056
31380,31381.00,71.83,2.3968e-02,2.6110e-05,1.0894e-03,1.3053
31400,31401.00,71.88,2.3886e-02,2.6189e-05,1.0964e-03,1.3049
31420,31421.00,71.92,2.3877e-02,2.6323e-05,1.1025e-03,1.3045
31440,31441.00,71.97,2.3921e-02,2.6378e-05,1.1027e-03,1.3042
31460,31461.00,72.02,2.3946e-02,2.6374e-05,1.1014e-03,1.3038
31480,31481.00,72.06,2.3939e-02,2.6421e-05,1.1036e-03,1.3034
31500,31501.00,72.11,2.3923e-02,2.6480e-05,1.1069e-03,1.3031
31520,31521.00,72.15,2.3955e-02,2.6545e-05,1.1081e-03,1.3027
31540,31541.00,72.20,2.3954e-02,2.6573e-05,1.1094e-03,1.3023
31560,31561.00,72.25,2.3966e-02,2.6605e-05,1.1101e-03,1.3019
31580,31581.00,72.29,2.3989e-02,2.6677e-05,1.1120e-03,1.3016
31600,31601.00,72.34,2.3985e-02,2.6739e-05,1.1148e-03,1.3012
31620,31621.00,72.38,2.3990e-02,2.6796e-05,1.1170e-03,1.3008
31640,31641.00,72.43,2.4015e-02,2.6760e-05,1.1143e-03,1.3004
31660,31661.00,72.48,2.4030e-02,2.6860e-05,1.1177e-03,1.3000
31680,31681.00,72.52,2.4038e-02,2.6932e-05,1.1204e-03,1.2996
31700,31701.00,72.57,2.4032e-02,2.6995e-05,1.1233e-03,1.2992
31720,31721.00,72.61,2.4031e-02,2.7077e-05,1.1268e-03,1.2988
31740,31741.00,72.66,2.3988e-02,2.7217e-05,1.1346e-03,1.2984
31760,31761.00,72.71,2.3983e-02,2.7408e-05,1.1428e-03,1.2980
31780,31781.00,72.75,2.4008e-02,2.7454e-05,1.1435e-03,1.2975
31800,31801.00,72.80,2.4062e-02,2.7474e-05,1.1418e-03,1.2971
31820,31821.00,72.84,2.4087e-02,2.7554e-05,1.1440e-03,1.2967
31840,31841.00,72.89,2.4084e-02,2.7623e-05,1.1469e-03,1.2963
31860,31861.00,72.94,2.4084e-02,2.7647e-05,1.1480e-03,1.2958
31880,31881.00,72.98,2.4065e-02,2.7689e-05,1.1506e-03,1.2954
31900,31901.00,73.03,2.4129e-02,2.7666e-05,1.1466e-03,1.2950
31920,31921.00,73.07,2.4102e-02,2.7655e-05,1.1474e-03,1.2945
31940,31941.00,73.12,2.4119e-02,2.7661e-05,1.1469e-03,1.2941
31960,31961.00,73.17,2.4121e-02,2.7674e-05,1.1473e-03,1.2937
31980,31981.00,73.21,2.4192e-02,2.7581e-05,1.1401e-03,1.2932
32000,32001.00,73.26,2.4150e-02,2.7560e-05,1.1412e-03,1.2928
32020,32021.00,73.30,2.4183e-02,2.7492e-05,1.1368e-03,1.2924
32040,32041.00,73.35,2.4157e-02,2.7436e-05,1.1358e-03,1.2920
32060,32061.00,73.40,2.4155e-02,2.7504e-05,1.1387e-03,1.2916
32080,32081.00,73.44,2.4126e-02,2.7602e-05,1.1441e-03,1.2912
32100,32101.00,73.49,2.4147e-02,2.7803e-05,1.1514e-03,1.2908
32120,32121.00,73.53,2.4201e-02,2.7928e-05,1.1540e-03,1.2904
32140,32141.00,73.58,2.4234e-02,2.7976e-05,1.1544e-03,1.2900
32160,32161.00,73.63,2.4230e-02,2.8029e-05,1.1568e-03,1.2895
32180,32181.00,73.67,2.4238e-02,2.8115e-05,1.1600e-03,1.2891
32200,32201.00,73.72,2.4212e-02,2.8218e-05,1.1654e-03,1.2887
32220,32221.00,73.76,2.4208e-02,2.8319e-05,1.1698e-03,1.2882
32240,32241.00,73.81,2.4246e-02,2.8359e-05,1.1696e-03,1.2878
32260,32261.00,73.86,2.4251e-02,2.8415e-05,1.1717e-03,1.2874
32280,32281.00,73.90,2.4232e-02,2.8411e-05,1.1725e-03,1.2869
32300,32301.00,73.95,2.4250e-02,2.8309e-05,1.1674e-03,1.2865
32320,32321.00,73.99,2.4238e-02,2.8198e-05,1.1634e-03,1.2860
32340,32341.00,74.04,2.4200e-02,2.8251e-05,1.1674e-03,1.2856
32360,32361.00,74.09,2.4212e-02,2.8208e-05,1.1651e-03,1.2851
32380,32381.00,74.13,2.4335e-02,2.8202e-05,1.1589e-03,1.2847
32400,32401.00,74.18,2.4328e-02,2.8284e-05,1.1626e-03,1.2842
32420,32421.00,74.22,2.4312e-02,2.8401e-05,1.1682e-03,1.2837
32440,32441.00,74.27,2.4293e-02,2.8476e-05,1.1722e-03,1.2833
32460,32461.00,74.32,2.4301e-02,2.8503e-05,1.1729e-03,1.2828
32480,32481.00,74.36,2.4220e-02,2.8552e-05,1.1788e-03,1.2824
32500,32501.00,74.41,2.4206e-02,2.8587e-05,1.1810e-03,1.2819
32520,32521.00,74.45,2.4182e-02,2.8605e-05,1.1829e-03,1.2814
32540,32541.00,74.50,2.4185e-02,2.8700e-05,1.1867e-03,1.2809
32560,32561.00,74.55,2.4203e-02,2.8766e-05,1.1885e-03,1.2805
32580,32581.00,74.59,2.4205e-02,2.8787e-05,1.1893e-03,1.2800
32600,32601.00,74.64,2.4191e-02,2.8845e-05,1.1924e-03,1.2795
32620,32621.00,74.68,2.4169e-02,2.8919e-05,1.1966e-03,1.2790
32640,32641.00,74.73,2.4179e-02,2.8973e-05,1.1983e-03,1.2786
32660,32661.00,74.78,2.4215e-02,2.9007e-05,1.1979e-03,1.2781
32680,32681.00,74.82,2.4273e-02,2.9113e-05,1.1994e-03,1.2776
32700,32701.00,74.87,2.4349e-02,2.9214e-05,1.1998e-03,1.2771
32720,32721.00,74.91,2.4335e-02,2.9284e-05,1.2034e-03,1.2766
32740,32741.00,74.96,2.4330e-02,2.9343e-05,1.2060e-03,1.2761
